"color","n","mean","sd","se"
"blue",4,166.232336162397,66.5380711739982,33.2690355869991
"green",4,120.872290714328,82.8716651848675,41.4358325924337
"red",4,219.296374331068,84.0442169660602,42.0221084830301
"white",1,28.8123656164185,NA,NA
