"color","n","mean","sd","se"
"blue",4,8.06756898503488,5.73600606718074,2.86800303359037
"green",4,16.8668479438571,11.8722890943978,5.93614454719888
"red",4,14.2140246212238,6.99041159942117,3.49520579971058
"white",1,32.0005024272397,NA,NA
