"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,67933.825735605,22644.608578535,0.435551974286956,0.735608269809905
"color",3,232497.949480547,77499.3164935156,1.4906409261866,0.3093272297936
"Residuals",6,311943.601435029,51990.6002391714,NA,NA
