"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,141.87285765229,47.2909525507633,2.75308735785048,0.134595575077621
"color",3,64.0309814337236,21.3436604779079,1.24254130362262,0.374107161859638
"Residuals",6,103.064552054795,17.1774253424659,NA,NA
