"color","n","mean","sd","se"
"blue",4,30.9458194228629,30.0613946319809,15.0306973159905
"green",4,19.829994818632,12.260389219144,6.13019460957199
"red",4,21.1337783078809,14.1752784468191,7.08763922340953
"white",1,28.0980618625253,NA,NA
