"color","n","mean","sd","se"
"blue",4,38.0507439702883,30.6902596430628,15.3451298215314
"green",4,69.6600298601428,62.8038328453902,31.4019164226951
"red",4,100.035350384727,90.0737445472566,45.0368722736283
"white",1,18.9174575883222,NA,NA
