"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,23482.0111732475,7827.33705774917,62.9992739954664,6.29855090772645e-05
"color",3,1032.4919039602,344.163967986732,2.7700455414907,0.133276572048529
"Residuals",6,745.469262866024,124.244877144337,NA,NA
