"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,325.895297764083,108.631765921361,0.600008456101008,0.63823106760582
"color",3,227.914338477015,75.9714461590049,0.419614923231787,0.745719105338413
"Residuals",6,1086.30234940963,181.050391568271,NA,NA
