"color","n","mean","sd","se"
"blue",4,19.7602149828063,10.3843957040976,5.19219785204878
"green",4,54.5024854867788,59.6076508056976,29.8038254028488
"red",4,57.7391460706941,65.6218755611396,32.8109377805698
"white",1,19.4963075825348,NA,NA
