"color","n","mean","sd","se"
"blue",4,35.0508295328184,18.5768066216114,9.28840331080572
"green",4,34.3443677731246,15.7922899535679,7.89614497678395
"red",4,23.3768319105609,21.290676491317,10.6453382456585
"white",1,56.5252681075817,NA,NA
