"color","n","mean","sd","se"
"blue",4,67.0265356464341,3.31891897247084,1.65945948623542
"green",4,66.4796068472156,3.91565192888066,1.95782596444033
"red",4,63.4788922357069,5.80821593235496,2.90410796617748
"white",1,70.5795059161694,NA,NA
