"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,0.000727042652698628,0.00370127526421982,0.00995373696973445,0.00434323740427089,0.00810095710907888,0.0131536521757738,0.0176758194317586,0.0180387085332683,0.00603357929227855,0.00109788805070821,0.00597551794091089
"conf_green",0.000727042652698628,0,0.00442831791691845,0.0106807796224331,0.00507028005696952,0.00882799976177751,0.0124266095230752,0.0169487767790599,0.0173116658805696,0.00676062194497717,0.00182493070340684,0.00670256059360952
"conf_red",0.00370127526421982,0.00442831791691845,0,0.00625246170551463,0.000641962140051078,0.00439968184485906,0.0168549274399936,0.0213770946959784,0.0217399837974881,0.00233230402805873,0.00260338721351161,0.00227424267669107
"fusion_blue",0.00995373696973445,0.0106807796224331,0.00625246170551463,0,0.00561049956546356,0.00185277986065557,0.0231073891455083,0.027629556401493,0.0279924455030027,0.0039201576774559,0.00885584891902624,0.00397821902882356
"fusion_green",0.00434323740427089,0.00507028005696952,0.000641962140051078,0.00561049956546356,0,0.00375771970480798,0.0174968895800447,0.0220190568360294,0.0223819459375392,0.00169034188800765,0.00324534935356269,0.00163228053664
"fusion_red",0.00810095710907888,0.00882799976177751,0.00439968184485906,0.00185277986065557,0.00375771970480798,0,0.0212546092848527,0.0257767765408374,0.0261396656423472,0.00206737781680033,0.00700306905837067,0.00212543916816799
"FV_blue",0.0131536521757738,0.0124266095230752,0.0168549274399936,0.0231073891455083,0.0174968895800447,0.0212546092848527,0,0.00452216725598475,0.00488505635749448,0.0191872314680523,0.014251540226482,0.0191291701166847
"FV_green",0.0176758194317586,0.0169487767790599,0.0213770946959784,0.027629556401493,0.0220190568360294,0.0257767765408374,0.00452216725598475,0,0.000362889101509722,0.0237093987240371,0.0187737074824668,0.0236513373726694
"FV_red",0.0180387085332683,0.0173116658805696,0.0217399837974881,0.0279924455030027,0.0223819459375392,0.0261396656423472,0.00488505635749448,0.000362889101509722,0,0.0240722878255468,0.0191365965839765,0.0240142264741792
"int_green",0.00603357929227855,0.00676062194497717,0.00233230402805873,0.0039201576774559,0.00169034188800765,0.00206737781680033,0.0191872314680523,0.0237093987240371,0.0240722878255468,0,0.00493569124157034,5.80613513676553e-05
"int_red",0.00109788805070821,0.00182493070340684,0.00260338721351161,0.00885584891902624,0.00324534935356269,0.00700306905837067,0.014251540226482,0.0187737074824668,0.0191365965839765,0.00493569124157034,0,0.00487762989020268
"int_white",0.00597551794091089,0.00670256059360952,0.00227424267669107,0.00397821902882356,0.00163228053664,0.00212543916816799,0.0191291701166847,0.0236513373726694,0.0240142264741792,5.80613513676553e-05,0.00487762989020268,0
