"system","n","mean","sd","se"
"fusion",3,243.722893147736,52.7822993454381,30.4738747355361
"conf",3,162.914392123122,31.1715999515809,17.9969316231166
"FV",3,144.266174104766,80.340290190249,46.3844881681129
"int",4,59.8497628131413,73.2319189159079,36.6159594579539
