"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,96.6217995951032,32.2072665317011,6.68777257187076,0.0242661713398697
"color",3,14.2324737041828,4.74415790139427,0.985114618725539,0.460336645574798
"Residuals",6,28.8950614144689,4.81584356907815,NA,NA
