"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,39250.4816169401,13083.4938723134,85.3658031495349,2.60166818777385e-05
"color",3,1428.61478720391,476.204929067969,3.10709177765424,0.110256789026372
"Residuals",6,919.58325626446,153.263876044077,NA,NA
