"color","n","mean","sd","se"
"blue",4,99.9475787399979,0.017561958765123,0.00878097938256152
"green",4,99.9446163989583,0.0202336392187022,0.0101168196093511
"red",4,99.9441063406745,0.0203099070814778,0.0101549535407389
"white",1,99.9329078600437,NA,NA
