"color","n","mean","sd","se"
"blue",4,50.7841276299421,8.53644280407163,4.26822140203581
"green",4,49.6551126777288,17.3314579045357,8.66572895226786
"red",4,42.6212923603502,21.4493995393071,10.7246997696535
"white",1,65.7935000186965,NA,NA
