"system","n","mean","sd","se"
"fusion",3,83.620268757428,10.3142483730729,5.95493407468232
"conf",3,36.6854145079985,17.718102133409,10.2295510362529
"FV",3,61.2278918744926,26.7209765327526,15.4273629941944
"int",4,13.9072515528295,3.48232425614887,1.74116212807443
