"system","n","mean","sd","se"
"fusion",3,232.680601029277,60.650350066128,35.016495937124
"conf",3,157.210102329134,49.4575791574001,28.5543466399922
"FV",3,110.991886723718,25.5413225847085,14.7462894697405
"int",4,37.4445441876049,2.79494316415775,1.39747158207888
