"color","n","mean","sd","se"
"blue",4,104.674089323957,51.9120452403233,25.9560226201617
"green",4,136.801062365333,95.2673908462947,47.6336954231473
"red",4,161.816602660912,103.974818685431,51.9874093427154
"white",1,39.2589295959953,NA,NA
