"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,264.976600116937,88.3255333723123,5.7351398841733,0.033932661100402
"color",3,517.443315030311,172.481105010104,11.199516457376,0.00716325185599007
"Residuals",6,92.4045813941406,15.4007635656901,NA,NA
