"system","n","mean","sd","se"
"fusion",3,503.780427130742,39.870658155272,23.0193352187139
"conf",3,408.619930928307,30.391378797772,17.5464707299376
"FV",4,544.793128096977,295.095511458639,147.54775572932
"int",3,708.574213603139,854.242285701773,493.19701360308
