"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,503.533068888568,167.844356296189,2.92249305866642,0.122149607081596
"color",3,171.042607956116,57.0142026520386,0.992726923757559,0.457456314155357
"Residuals",6,344.591455843072,57.4319093071787,NA,NA
