"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,566.343846460867,188.781282153622,3.08614561344463,0.111527196744689
"color",3,422.236515809322,140.745505269774,2.30086965585336,0.177110284852613
"Residuals",6,367.023411982649,61.1705686637749,NA,NA
