"system","n","mean","sd","se"
"fusion",3,8.59452669344292,2.53507942391118,1.4636287878122
"conf",3,14.8213136445948,3.53128590689833,2.03878886893328
"FV",3,15.2646529576882,11.5479908617461,6.66723563262847
"int",4,19.0982636419918,14.0059526816004,7.00297634080019
