"system","n","mean","sd","se"
"fusion",3,26.448581716552,15.6478653948518,9.03429929796072
"conf",3,13.3795022224066,8.36521780132826,4.82966074942672
"FV",3,27.3731282188094,29.3632436182549,16.95287660728
"int",4,40.6295157437581,25.5418386945529,12.7709193472764
