"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,5.6398213219558,5.35847005469112,12.9762506994804,12.1381853905893,19.0003146588811,1.70891703426778,8.05039185596802,5.96125526501003,10.1084434125455,4.53020526133056,9.88295274924846
"conf_green",5.6398213219558,0,0.281351267264681,18.6160720214362,17.7780067125451,24.6401359808369,3.93090428768802,2.41057053401223,0.321433943054236,4.46862209058974,1.10961606062524,4.24313142729267
"conf_red",5.35847005469112,0.281351267264681,0,18.3347207541715,17.4966554452804,24.3587847135722,3.64955302042334,2.69192180127691,0.602785210318917,4.74997335785442,0.828264793360558,4.52448269455735
"fusion_blue",12.9762506994804,18.6160720214362,18.3347207541715,0,0.838065308891107,6.02406395940065,14.6851677337482,21.0266425554485,18.9375059644905,23.084694112026,17.506455960811,22.8592034487289
"fusion_green",12.1381853905893,17.7780067125451,17.4966554452804,0.838065308891107,0,6.86212926829176,13.8471024248571,20.1885772465574,18.0994406555994,22.2466288031349,16.6683906519199,22.0211381398378
"fusion_red",19.0003146588811,24.6401359808369,24.3587847135722,6.02406395940065,6.86212926829176,0,20.7092316931489,27.0507065148491,24.9615699238911,29.1087580714266,23.5305199202116,28.8832674081295
"FV_blue",1.70891703426778,3.93090428768802,3.64955302042334,14.6851677337482,13.8471024248571,20.7092316931489,0,6.34147482170025,4.25233823074226,8.39952637827776,2.82128822706278,8.17403571498069
"FV_green",8.05039185596802,2.41057053401223,2.69192180127691,21.0266425554485,20.1885772465574,27.0507065148491,6.34147482170025,0,2.08913659095799,2.05805155657752,3.52018659463747,1.83256089328044
"FV_red",5.96125526501003,0.321433943054236,0.602785210318917,18.9375059644905,18.0994406555994,24.9615699238911,4.25233823074226,2.08913659095799,0,4.14718814753551,1.43105000367948,3.92169748423843
"int_green",10.1084434125455,4.46862209058974,4.74997335785442,23.084694112026,22.2466288031349,29.1087580714266,8.39952637827776,2.05805155657752,4.14718814753551,0,5.57823815121498,0.225490663297077
"int_red",4.53020526133056,1.10961606062524,0.828264793360558,17.506455960811,16.6683906519199,23.5305199202116,2.82128822706278,3.52018659463747,1.43105000367948,5.57823815121498,0,5.35274748791791
"int_white",9.88295274924846,4.24313142729267,4.52448269455735,22.8592034487289,22.0211381398378,28.8832674081295,8.17403571498069,1.83256089328044,3.92169748423843,0.225490663297077,5.35274748791791,0
