"color","n","mean","sd","se"
"blue",4,22.7286073885299,19.4942995725966,9.74714978629829
"green",4,21.5594281855361,21.0366689733528,10.5183344866764
"red",4,35.6096320169825,22.0935778674682,11.0467889337341
"white",1,14.9857641126169,NA,NA
