"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,121.307030769034,40.4356769230114,5.7486883946261,0.0446836116436868
"color",3,10.5257065222781,3.50856884075937,0.498808738011798,0.699151086217154
"Residuals",5,35.1694805382136,7.03389610764273,NA,NA
