"color","n","mean","sd","se"
"blue",3,83.4859570895044,47.3188555625581,27.3195539967879
"green",4,87.0976547627745,71.8212710993229,35.9106355496614
"red",4,102.655339450095,42.4784655906033,21.2392327953016
"white",1,180.735951519534,NA,NA
