"color","n","mean","sd","se"
"blue",4,182.284023632335,107.423418892275,53.7117094461374
"green",4,112.742613431353,165.694758363594,82.8473791817968
"red",4,104.660678091299,194.242075967626,97.1210379838129
"white",1,74.7283812238083,NA,NA
