"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_blue","int_green","int_red","int_white"
"conf_green",0,48.8199004200219,27.4710608160708,49.1535185883572,112.766945069552,44.4423501359958,64.4202022274845,37.1500539012158,187.000931128182,189.628016068163,51.5489684500211,73.5769676878389,48.5152776808201
"conf_red",48.8199004200219,0,21.3488396039511,0.333618168335278,63.9470446495299,4.37755028402606,113.240102647506,85.9699543212377,138.18103070816,140.808115648141,100.368868870043,122.396868107861,97.335178100842
"fusion_blue",27.4710608160708,21.3488396039511,0,21.6824577722864,85.295884253481,16.971289319925,91.8912630435553,64.6211147172866,159.529870312111,162.156955252092,79.0200292660919,101.04802850391,75.9863384968909
"fusion_green",49.1535185883572,0.333618168335278,21.6824577722864,0,63.6134264811947,4.71116845236133,113.573720815842,86.303572489573,137.847412539825,140.474497479805,100.702487038378,122.730486276196,97.6687962691773
"fusion_red",112.766945069552,63.9470446495299,85.295884253481,63.6134264811947,0,68.324594933556,177.187147297036,149.916998970768,74.2339860586303,76.8610709986107,164.315913519573,186.343912757391,161.282222750372
"FV_blue",44.4423501359958,4.37755028402606,16.971289319925,4.71116845236133,68.324594933556,0,108.86255236348,81.5924040372116,142.558580992186,145.185665932167,95.9913185860169,118.019317823835,92.957627816816
"FV_green",64.4202022274845,113.240102647506,91.8912630435553,113.573720815842,177.187147297036,108.86255236348,0,27.2701483262687,251.421133355667,254.048218295647,12.8712337774634,9.15676546035443,15.9049245466644
"FV_red",37.1500539012158,85.9699543212377,64.6211147172866,86.303572489573,149.916998970768,81.5924040372116,27.2701483262687,0,224.150985029398,226.778069969378,14.3989145488053,36.4269137866231,11.3652237796043
"int_blue",187.000931128182,138.18103070816,159.529870312111,137.847412539825,74.2339860586303,142.558580992186,251.421133355667,224.150985029398,0,2.62708493998042,238.549899578203,260.577898816021,235.516208809002
"int_blue",189.628016068163,140.808115648141,162.156955252092,140.474497479805,76.8610709986107,145.185665932167,254.048218295647,226.778069969378,2.62708493998042,0,241.176984518184,263.204983756001,238.143293748983
"int_green",51.5489684500211,100.368868870043,79.0200292660919,100.702487038378,164.315913519573,95.9913185860169,12.8712337774634,14.3989145488053,238.549899578203,241.176984518184,0,22.0279992378178,3.03369076920099
"int_red",73.5769676878389,122.396868107861,101.04802850391,122.730486276196,186.343912757391,118.019317823835,9.15676546035443,36.4269137866231,260.577898816021,263.204983756001,22.0279992378178,0,25.0616900070188
"int_white",48.5152776808201,97.335178100842,75.9863384968909,97.6687962691773,161.282222750372,92.957627816816,15.9049245466644,11.3652237796043,235.516208809002,238.143293748983,3.03369076920099,25.0616900070188,0
