"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_blue",0,65.7203390057179,84.0780836287556,74.0211983867325,35.2595912561178,53.2829976156868,53.8126278329446,53.3259206308823,32.1630466102457,23.2284991534427,65.8447006022912,39.3296073400019,66.1091378959261
"conf_green",65.7203390057179,0,18.3577446230377,139.74153739245,30.4607477496001,12.4373413900311,119.532966838663,119.0462596366,97.8833856159636,88.9488381591606,131.565039608009,105.04994634572,131.829476901644
"conf_red",84.0780836287556,18.3577446230377,0,158.099282015488,48.8184923726378,30.7950860130688,137.8907114617,137.404004259638,116.241130239001,107.306582782198,149.922784231047,123.407690968757,150.187221524682
"fusion_blue",74.0211983867325,139.74153739245,158.099282015488,0,109.28078964285,127.304196002419,20.2085705537879,20.6952777558502,41.8581517764868,50.7926992332897,8.17649778444129,34.6915910467306,7.91206049080636
"fusion_green",35.2595912561178,30.4607477496001,48.8184923726378,109.28078964285,0,18.023406359569,89.0722190890624,88.5855118870001,67.4226378663635,58.4880904095606,101.104291858409,74.5891985961197,101.368729152044
"fusion_red",53.2829976156868,12.4373413900311,30.7950860130688,127.304196002419,18.023406359569,0,107.095625448631,106.608918246569,85.4460442259325,76.5114967691296,119.127698217978,92.6126049556887,119.392135511613
"FV_blue",53.8126278329446,119.532966838663,137.8907114617,20.2085705537879,89.0722190890624,107.095625448631,0,0.486707202062306,21.6495812226989,30.5841286795019,12.0320727693466,14.4830204929427,12.2965100629815
"FV_green",53.3259206308823,119.0462596366,137.404004259638,20.6952777558502,88.5855118870001,106.608918246569,0.486707202062306,0,21.1628740206366,30.0974214774396,12.5187799714089,13.9963132908804,12.7832172650438
"FV_red",32.1630466102457,97.8833856159636,116.241130239001,41.8581517764868,67.4226378663635,85.4460442259325,21.6495812226989,21.1628740206366,0,8.93454745680293,33.6816539920455,7.16656072975623,33.9460912856804
"int_blue",23.2284991534427,88.9488381591606,107.306582782198,50.7926992332897,58.4880904095606,76.5114967691296,30.5841286795019,30.0974214774396,8.93454745680293,0,42.6162014488484,16.1011081865592,42.8806387424834
"int_green",65.8447006022912,131.565039608009,149.922784231047,8.17649778444129,101.104291858409,119.127698217978,12.0320727693466,12.5187799714089,33.6816539920455,42.6162014488484,0,26.5150932622893,0.264437293634927
"int_red",39.3296073400019,105.04994634572,123.407690968757,34.6915910467306,74.5891985961197,92.6126049556887,14.4830204929427,13.9963132908804,7.16656072975623,16.1011081865592,26.5150932622893,0,26.7795305559242
"int_white",66.1091378959261,131.829476901644,150.187221524682,7.91206049080636,101.368729152044,119.392135511613,12.2965100629815,12.7832172650438,33.9460912856804,42.8806387424834,0.264437293634927,26.7795305559242,0
