"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,11378.961762111,3792.98725403701,7.33067151123042,0.0197293199731442
"color",3,372.77777857325,124.259259524417,0.240154725759418,0.865432350039415
"Residuals",6,3104.48005879918,517.413343133197,NA,NA
