"color","n","mean","sd","se"
"blue",4,72.2981716978454,68.1562113915737,34.0781056957868
"green",4,60.2968713402481,69.1209848957569,34.5604924478785
"red",4,86.9727191641799,81.9111561992515,40.9555780996257
"white",1,9.19670282036595,NA,NA
