"color","n","mean","sd","se"
"blue",4,149.649367840593,89.9390255061183,44.9695127530592
"green",4,205.331111672224,76.0076807513607,38.0038403756803
"red",4,159.43020449895,65.9266105669461,32.9633052834731
"white",1,301.851586045321,NA,NA
