"system","n","mean","sd","se"
"fusion",3,165.844541601344,60.9477196996024,35.1881823750593
"conf",3,96.7517425134639,38.238985035911,22.0772883040213
"FV",3,11.5735371348832,9.16702758327676,5.29258584287356
"int",4,9.09598943473451,3.20702607098927,1.60351303549464
