"color","n","mean","sd","se"
"blue",4,33.4192464670495,9.26167885130487,4.63083942565243
"green",4,30.7281377833811,16.3877701253068,8.1938850626534
"red",4,22.7822866383809,19.2050806990023,9.60254034950117
"white",1,46.8699067016229,NA,NA
