"color","n","mean","sd","se"
"blue",4,23.0748580438076,8.1949819543024,4.0974909771512
"green",4,34.8549686478259,20.2122201340294,10.1061100670147
"red",4,36.4672539997702,21.0772824939533,10.5386412469767
"white",1,56.7339388858051,NA,NA
