"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,5.48234350047212e-06,1.27358117557461e-06,2.98612439634589e-06,7.97856260459835e-06,0.14531317635485
"fusion",3,4.97082508794337e-06,1.91733499648724e-06,1.21284849482839e-06,8.72880168105836e-06,0.234361195022616
"FV",3,6.70441536100567e-06,1.67241471059467e-05,-2.60749129666498e-05,3.94837436886612e-05,0.757278022635402
"int",3,1.40755052592815e-05,2.5415585750692e-05,-3.57390428120749e-05,6.38900533306378e-05,0.678018950046646
