"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,-0.0320618923628536,0.00206013213588103,-0.0360997513491804,-0.0280240333765268,0.0408497521637876
"fusion",3,-0.0174035202347965,0.0147906167954595,-0.0463931291538971,0.0115860886843041,0.448444402046371
"FV",3,0.022475576385837,0.0345001979545336,-0.0451448116050489,0.090095964376723,0.632414168715132
"int",3,0.00477218460407311,0.00948681314974748,-0.0138219691694319,0.0233663383775782,0.703289702927553
