"system","n","mean","sd","se"
"fusion",3,63.7891451620136,14.727885098464,8.50314842619209
"conf",3,58.615450391579,7.87606060104861,4.54724570816922
"FV",3,113.995078335806,14.5661677989623,8.40978089979215
"int",4,23.6623471613376,21.0508374945309,10.5254187472655
