"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,581.202323347256,193.734107782419,27.9085401626447,0.000637483898620256
"color",3,22.8168277782969,7.60560925943229,1.09563284394216,0.420595293198933
"Residuals",6,41.6504998083124,6.94174996805207,NA,NA
