"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,11464.4834346594,3821.4944782198,9.96255766140141,0.00955871520072224
"color",3,1693.11002600022,564.37000866674,1.4713010278448,0.31383791063124
"Residuals",6,2301.51409393132,383.585682321887,NA,NA
