"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,10451.6747007822,3483.89156692739,0.145794863153313,0.92868071273119
"color",3,212159.761806751,70719.9206022502,2.9595069043758,0.119634126733392
"Residuals",6,143375.074741715,23895.8457902858,NA,NA
