"system","n","mean","sd","se"
"fusion",3,12.8659053258149,9.22838048596902,5.3280079577585
"conf",3,16.8453861597807,9.39340408900688,5.42328437939506
"FV",3,27.7628214047037,1.78644604033913,1.03140510228254
"int",4,17.2499747189807,10.8550175274518,5.42750876372592
