"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,805.116147694425,268.372049231475,0.857352053492644,0.512094336009494
"color",3,2202.22440190939,734.074800636463,2.3451046394181,0.172235558806258
"Residuals",6,1878.14595979464,313.024326632441,NA,NA
