"color","n","mean","sd","se"
"blue",4,30.071822357521,9.20548551957175,4.60274275978588
"green",4,31.7251456233619,6.53027313430709,3.26513656715354
"red",4,31.3801542139457,6.53549117180195,3.26774558590098
"white",1,22.029972299933,NA,NA
