"system","n","mean","sd","se"
"fusion",3,129.634725386935,97.538680872364,56.3139836580604
"conf",3,97.3843083659672,36.2942462250161,20.9544928280476
"FV",3,60.1778813560361,40.6494836240696,23.4689903127759
"int",3,14.6945685676855,6.77436696690008,3.91118259192907
