"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,2208.58989060938,736.196630203126,0.336609316034961,0.800010787817331
"color",3,2705.42058401334,901.80686133778,0.412330861534628,0.750376569929342
"Residuals",6,13122.5713930032,2187.0952321672,NA,NA
