"system","n","mean","sd","se"
"fusion",3,99.9355162918495,0.00112761207179683,0.000651027133193374
"conf",3,99.909393439193,0.0041500613005253,0.00239603900901173
"FV",3,99.882817640217,0.0209108206716123,0.0120728679437313
"int",4,99.8618821857723,0.0358696767539664,0.0179348383769832
