"system","n","mean","sd","se"
"fusion",3,182.658987003444,27.2742199610612,15.7467782364558
"conf",3,101.303439635926,26.36174918088,15.2199629858904
"FV",3,47.9276599919391,19.9302338810883,11.5067258962585
"int",4,27.0085243265719,9.71899765396715,4.85949882698357
