"system","n","mean","sd","se"
"fusion",3,53.3088759995519,3.68070123881497,2.12505385103641
"conf",3,59.6354180885242,2.88507809707957,1.66570061598198
"FV",3,64.5753684226976,2.95188459065094,1.70427136302903
"int",4,65.4378962615855,1.83256946757772,0.916284733788862
