"color","n","mean","sd","se"
"blue",3,63.3390166200698,3.73190793368215,2.15461805010229
"green",4,63.8615579082673,5.69473164641368,2.84736582320684
"red",4,61.9490976722495,6.72512854145424,3.36256427072712
"white",1,67.2212793074697,NA,NA
