"system","n","mean","sd","se"
"fusion",3,42.0885141002671,4.44070556690984,2.56384255444727
"conf",3,10.4947416338776,8.97817158985989,5.18354978423626
"FV",3,35.7013558830157,20.2374058926017,11.6840717397933
"int",4,10.7879739477704,2.3707956392552,1.1853978196276
