"system","n","mean","sd","se"
"fusion",3,224.255738623665,168.02842499853,97.01125640441
"conf",3,218.305755925715,120.255656661132,69.4296357448799
"FV",3,248.949847991028,38.6215979138909,22.2981899521184
"int",4,72.2018867157562,58.4774474282452,29.2387237141226
