"system","n","mean","sd","se"
"fusion",3,184.876416726755,41.9000406269829,24.1909997350448
"conf",3,95.8778922602928,13.4541135318171,7.76773606930241
"FV",3,29.1717253298656,14.4330240115219,8.33291029827248
"int",4,13.8394043133653,8.79361340276136,4.39680670138068
