"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,0.00543766344565834,0.00181255448188611,81.2385487296823,3.00686925754374e-05
"color",3,2.18190923748168e-05,7.2730307916056e-06,0.325976665684279,0.807134622539411
"Residuals",6,0.000133869044454547,2.23115074090911e-05,NA,NA
