"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,1160.59156101377,386.863853671258,17.2924883513672,0.0045185709007745
"color",3,39.0438084127906,13.0146028042635,0.581741781390724,0.652221161385341
"Residuals",5,111.858931407252,22.3717862814505,NA,NA
