"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,3.78357703754497,9.19363357896412,5.44786814277313,5.57843972824127,9.56738587655151,0.291349704150505,3.17856220778611,0.409886531610233,12.9391921479781,12.4923935447312,11.6642745516686
"conf_green",3.78357703754497,0,5.41005654141915,1.66429110522817,1.79486269069631,5.78380883900655,3.49222733339446,6.96213924533107,4.1934635691552,16.7227691855231,16.2759705822761,15.4478515892135
"conf_red",9.19363357896412,5.41005654141915,0,3.74576543619099,3.61519385072285,0.373752297587394,8.90228387481361,12.3721957867502,9.60352011057435,22.1328257269422,21.6860271236953,20.8579081306327
"fusion_blue",5.44786814277313,1.66429110522817,3.74576543619099,0,0.13057158546814,4.11951773377838,5.15651843862263,8.62643035055924,5.85775467438337,18.3870602907513,17.9402616875043,17.1121426944417
"fusion_green",5.57843972824127,1.79486269069631,3.61519385072285,0.13057158546814,0,3.98894614831024,5.28709002409077,8.75700193602738,5.9883262598515,18.5176318762194,18.0708332729724,17.2427142799098
"fusion_red",9.56738587655151,5.78380883900655,0.373752297587394,4.11951773377838,3.98894614831024,0,9.27603617240101,12.7459480843376,9.97727240816175,22.5065780245296,22.0597794212827,21.2316604282201
"FV_blue",0.291349704150505,3.49222733339446,8.90228387481361,5.15651843862263,5.28709002409077,9.27603617240101,0,3.46991191193661,0.701236235760739,13.2305418521286,12.7837432488817,11.9556242558191
"FV_green",3.17856220778611,6.96213924533107,12.3721957867502,8.62643035055924,8.75700193602738,12.7459480843376,3.46991191193661,0,2.76867567617587,9.76062994019201,9.31383133694506,8.48571234388246
"FV_red",0.409886531610233,4.1934635691552,9.60352011057435,5.85775467438337,5.9883262598515,9.97727240816175,0.701236235760739,2.76867567617587,0,12.5293056163679,12.0825070131209,11.2543880200583
"int_green",12.9391921479781,16.7227691855231,22.1328257269422,18.3870602907513,18.5176318762194,22.5065780245296,13.2305418521286,9.76062994019201,12.5293056163679,0,0.446798603246947,1.27491759630955
"int_red",12.4923935447312,16.2759705822761,21.6860271236953,17.9402616875043,18.0708332729724,22.0597794212827,12.7837432488817,9.31383133694506,12.0825070131209,0.446798603246947,0,0.828118993062603
"int_white",11.6642745516686,15.4478515892135,20.8579081306327,17.1121426944417,17.2427142799098,21.2316604282201,11.9556242558191,8.48571234388246,11.2543880200583,1.27491759630955,0.828118993062603,0
