"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,742.997299457499,247.665766485833,17.0391517156587,0.00243360185484995
"color",3,385.185840299218,128.395280099739,8.83346410057482,0.0127726730565205
"Residuals",6,87.2105973180223,14.5350995530037,NA,NA
