"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,7.00628466592794,18.9770014286297,46.8804629501699,44.576930576327,63.3306488777614,15.6722801120482,27.7354798191693,21.0574281313339,27.4503362304034,18.4674978760307,25.5945217985084
"conf_green",7.00628466592794,0,11.9707167627018,39.874178284242,37.570645910399,56.3243642118335,22.6785647779762,34.7417644850973,28.0637127972618,34.4566208963313,25.4737825419586,32.6008064644363
"conf_red",18.9770014286297,11.9707167627018,0,27.9034615215402,25.5999291476973,44.3536474491317,34.6492815406779,46.712481247799,40.0344295599636,46.4273376590331,37.4444993046604,44.5715232271381
"fusion_blue",46.8804629501699,39.874178284242,27.9034615215402,0,2.30353237384294,16.4501859275915,62.5527430622181,74.6159427693393,67.9378910815038,74.3307991805733,65.3479608262006,72.4749847486783
"fusion_green",44.576930576327,37.570645910399,25.5999291476973,2.30353237384294,0,18.7537183014345,60.2492106883752,72.3124103954963,65.6343587076609,72.0272668067304,63.0444284523576,70.1714523748354
"fusion_red",63.3306488777614,56.3243642118335,44.3536474491317,16.4501859275915,18.7537183014345,0,79.0029289898097,91.0661286969308,84.3880770090953,90.7809851081648,81.7981467537921,88.9251706762698
"FV_blue",15.6722801120482,22.6785647779762,34.6492815406779,62.5527430622181,60.2492106883752,79.0029289898097,0,12.0631997071211,5.38514801928565,11.7780561183551,2.79521776398243,9.92224168646016
"FV_green",27.7354798191693,34.7417644850973,46.712481247799,74.6159427693393,72.3124103954963,91.0661286969308,12.0631997071211,0,6.67805168783547,0.285143588765973,9.26798194313869,2.14095802066096
"FV_red",21.0574281313339,28.0637127972618,40.0344295599636,67.9378910815038,65.6343587076609,84.3880770090953,5.38514801928565,6.67805168783547,0,6.3929080990695,2.58993025530322,4.5370936671745
"int_green",27.4503362304034,34.4566208963313,46.4273376590331,74.3307991805733,72.0272668067304,90.7809851081648,11.7780561183551,0.285143588765973,6.3929080990695,0,8.98283835437272,1.85581443189499
"int_red",18.4674978760307,25.4737825419586,37.4444993046604,65.3479608262006,63.0444284523576,81.7981467537921,2.79521776398243,9.26798194313869,2.58993025530322,8.98283835437272,0,7.12702392247772
"int_white",25.5945217985084,32.6008064644363,44.5715232271381,72.4749847486783,70.1714523748354,88.9251706762698,9.92224168646016,2.14095802066096,4.5370936671745,1.85581443189499,7.12702392247772,0
