"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_blue","FV_green","FV_red","int_blue","int_green","int_red"
"conf_blue",0,60.1129591238445,28.0291123540121,183.526982594259,66.7384996678966,158.010431846064,144.89940278906,250.504213475001,84.8169756511987,27.7275559004079,150.049318138146,389.592787872475,852.079027115
"conf_green",60.1129591238445,0,88.1420714778566,243.639941718104,126.851458791741,218.123390969908,84.7864436652152,310.617172598845,24.7040165273542,32.3854032234366,89.9363590143017,329.47982874863,912.191986238844
"conf_red",28.0291123540121,88.1420714778566,0,155.497870240247,38.7093873138845,129.981319492052,172.928515143072,222.475101120989,112.846088005211,55.75666825442,178.078430492158,417.621900226487,824.049914760988
"fusion_blue",183.526982594259,243.639941718104,155.497870240247,0,116.788482926363,25.5165507481953,328.426385383319,66.9772308807418,268.343958245458,211.254538494667,333.576300732405,573.119770466734,668.552044520741
"fusion_green",66.7384996678966,126.851458791741,38.7093873138845,116.788482926363,0,91.2719321781673,211.637902456956,183.765713807104,151.555475319095,94.4660555683045,216.787817806043,456.331287540371,785.340527447103
"fusion_red",158.010431846064,218.123390969908,129.981319492052,25.5165507481953,91.2719321781673,0,302.909834635124,92.4937816289371,242.827407497263,185.737987746472,308.05974998421,547.603219718539,694.068595268936
"FV_blue",144.89940278906,84.7864436652152,172.928515143072,328.426385383319,211.637902456956,302.909834635124,0,395.403616264061,60.082427137861,117.171846888652,5.14991534908643,244.693385083415,996.97842990406
"FV_blue",250.504213475001,310.617172598845,222.475101120989,66.9772308807418,183.765713807104,92.4937816289371,395.403616264061,0,335.3211891262,278.231769375409,400.553531613147,640.097001347476,601.574813639999
"FV_green",84.8169756511987,24.7040165273542,112.846088005211,268.343958245458,151.555475319095,242.827407497263,60.082427137861,335.3211891262,0,57.0894197507908,65.2323424869475,304.775812221276,936.896002766199
"FV_red",27.7275559004079,32.3854032234366,55.75666825442,211.254538494667,94.4660555683045,185.737987746472,117.171846888652,278.231769375409,57.0894197507908,0,122.321762237738,361.865231972067,879.806583015408
"int_blue",150.049318138146,89.9363590143017,178.078430492158,333.576300732405,216.787817806043,308.05974998421,5.14991534908643,400.553531613147,65.2323424869475,122.321762237738,0,239.543469734328,1002.12834525315
"int_green",389.592787872475,329.47982874863,417.621900226487,573.119770466734,456.331287540371,547.603219718539,244.693385083415,640.097001347476,304.775812221276,361.865231972067,239.543469734328,0,1241.67181498747
"int_red",852.079027115,912.191986238844,824.049914760988,668.552044520741,785.340527447103,694.068595268936,996.97842990406,601.574813639999,936.896002766199,879.806583015408,1002.12834525315,1241.67181498747,0
