param,material,process,system,color,n,median_abs_diff_pct,mean_abs_diff_pct,q25_abs_diff_pct,q75_abs_diff_pct,best_median_abs_diff_pct,excess_over_lowest_pct,fixed_category
ra,14301,gla,int,blue,1,27.8391090159206,27.8391090159206,27.8391090159206,27.8391090159206,0.791550096250212,27.047558919670387,10--30\%
ra,14301,gla,int,green,1,39.9739768300296,39.9739768300296,39.9739768300296,39.9739768300296,0.791550096250212,39.18242673377939,>30\%
ra,14301,gla,int,red,1,31.4815087889724,31.4815087889724,31.4815087889724,31.4815087889724,0.791550096250212,30.689958692722186,>30\%
ra,14301,gla,int,white,1,40.9712929794712,40.9712929794712,40.9712929794712,40.9712929794712,0.791550096250212,40.17974288322099,>30\%
ra,14301,gri,FV,blue,1,63.814152613516,63.814152613516,63.814152613516,63.814152613516,13.3920304552239,50.4221221582921,>30\%
ra,14301,gri,FV,green,1,35.3668218151127,35.3668218151127,35.3668218151127,35.3668218151127,13.3920304552239,21.9747913598888,>30\%
ra,14301,gri,FV,red,1,59.2421146865064,59.2421146865064,59.2421146865064,59.2421146865064,13.3920304552239,45.850084231282494,>30\%
ra,14301,gri,conf,blue,1,28.7375404435786,28.7375404435786,28.7375404435786,28.7375404435786,13.3920304552239,15.3455099883547,10--30\%
ra,14301,gri,conf,green,1,34.9693889831063,34.9693889831063,34.9693889831063,34.9693889831063,13.3920304552239,21.5773585278824,>30\%
ra,14301,gri,conf,red,1,44.6359706806324,44.6359706806324,44.6359706806324,44.6359706806324,13.3920304552239,31.243940225408497,>30\%
ra,14301,gri,fusion,blue,1,47.8819300167161,47.8819300167161,47.8819300167161,47.8819300167161,13.3920304552239,34.489899561492194,>30\%
ra,14301,gri,fusion,green,1,53.0813106126927,53.0813106126927,53.0813106126927,53.0813106126927,13.3920304552239,39.6892801574688,>30\%
ra,14301,gri,fusion,red,1,64.8573959218929,64.8573959218929,64.8573959218929,64.8573959218929,13.3920304552239,51.465365466669,>30\%
ra,14301,gri,int,blue,1,16.3265705044063,16.3265705044063,16.3265705044063,16.3265705044063,13.3920304552239,2.9345400491823987,10--30\%
ra,14301,gri,int,green,1,19.1463594852502,19.1463594852502,19.1463594852502,19.1463594852502,13.3920304552239,5.754329030026302,10--30\%
ra,14301,gri,int,red,1,13.3920304552239,13.3920304552239,13.3920304552239,13.3920304552239,13.3920304552239,0,10--30\%
ra,14301,gri,int,white,1,20.1754033934219,20.1754033934219,20.1754033934219,20.1754033934219,13.3920304552239,6.783372938197999,10--30\%
ra,14301,hon,FV,blue,1,37.1332088640977,37.1332088640977,37.1332088640977,37.1332088640977,0.369447893329784,36.76376097076792,>30\%
ra,14301,hon,FV,green,1,51.8318588955148,51.8318588955148,51.8318588955148,51.8318588955148,0.369447893329784,51.462411002185014,>30\%
ra,14301,hon,FV,red,1,106.749344806359,106.749344806359,106.749344806359,106.749344806359,0.369447893329784,106.37989691302923,>100\%
ra,14301,hon,conf,blue,1,11.723009230651,11.723009230651,11.723009230651,11.723009230651,0.369447893329784,11.353561337321215,10--30\%
ra,14301,hon,conf,green,1,32.7181686323015,32.7181686323015,32.7181686323015,32.7181686323015,0.369447893329784,32.348720738971714,>30\%
ra,14301,hon,conf,red,1,46.8630772424569,46.8630772424569,46.8630772424569,46.8630772424569,0.369447893329784,46.49362934912712,>30\%
ra,14301,hon,fusion,blue,1,55.8846257631041,55.8846257631041,55.8846257631041,55.8846257631041,0.369447893329784,55.51517786977431,>30\%
ra,14301,hon,fusion,green,1,68.2183519912376,68.2183519912376,68.2183519912376,68.2183519912376,0.369447893329784,67.84890409790782,>30\%
ra,14301,hon,fusion,red,1,84.6733279232776,84.6733279232776,84.6733279232776,84.6733279232776,0.369447893329784,84.30388002994782,>30\%
ra,14301,hon,int,blue,1,2.64459501501027,2.64459501501027,2.64459501501027,2.64459501501027,0.369447893329784,2.275147121680486,<10\%
ra,14301,hon,int,green,1,6.13046852563489,6.13046852563489,6.13046852563489,6.13046852563489,0.369447893329784,5.761020632305106,<10\%
ra,14301,hon,int,red,1,0.369447893329784,0.369447893329784,0.369447893329784,0.369447893329784,0.369447893329784,0,<10\%
ra,14301,hon,int,white,1,6.89916630515209,6.89916630515209,6.89916630515209,6.89916630515209,0.369447893329784,6.529718411822307,<10\%
ra,14301,mf,FV,blue,1,124.89243673727,124.89243673727,124.89243673727,124.89243673727,38.9380192751862,85.9544174620838,>100\%
ra,14301,mf,FV,green,1,55.0057318803917,55.0057318803917,55.0057318803917,55.0057318803917,38.9380192751862,16.0677126052055,>30\%
ra,14301,mf,FV,red,1,66.4908429318008,66.4908429318008,66.4908429318008,66.4908429318008,38.9380192751862,27.5528236566146,>30\%
ra,14301,mf,conf,blue,1,80.1521618130216,80.1521618130216,80.1521618130216,80.1521618130216,38.9380192751862,41.21414253783541,>30\%
ra,14301,mf,conf,green,1,95.1077932426705,95.1077932426705,95.1077932426705,95.1077932426705,38.9380192751862,56.169773967484296,>30\%
ra,14301,mf,conf,red,1,123.057601889103,123.057601889103,123.057601889103,123.057601889103,38.9380192751862,84.1195826139168,>100\%
ra,14301,mf,fusion,blue,1,98.3956624095943,98.3956624095943,98.3956624095943,98.3956624095943,38.9380192751862,59.457643134408094,>30\%
ra,14301,mf,fusion,green,1,132.541896304907,132.541896304907,132.541896304907,132.541896304907,38.9380192751862,93.60387702972079,>100\%
ra,14301,mf,fusion,red,1,163.512578120843,163.512578120843,163.512578120843,163.512578120843,38.9380192751862,124.57455884565678,>100\%
ra,14301,mf,int,blue,1,167.36346173791,167.36346173791,167.36346173791,167.36346173791,38.9380192751862,128.4254424627238,>100\%
ra,14301,mf,int,green,1,39.5660894271749,39.5660894271749,39.5660894271749,39.5660894271749,38.9380192751862,0.6280701519887018,>30\%
ra,14301,mf,int,red,1,80.6047162459345,80.6047162459345,80.6047162459345,80.6047162459345,38.9380192751862,41.6666969707483,>30\%
ra,14301,mf,int,white,1,38.9380192751862,38.9380192751862,38.9380192751862,38.9380192751862,38.9380192751862,0,>30\%
ra,14301,mr,FV,blue,1,73.4559199887733,73.4559199887733,73.4559199887733,73.4559199887733,68.7728080900642,4.6831118987091,>30\%
ra,14301,mr,FV,green,1,80.8890120272335,80.8890120272335,80.8890120272335,80.8890120272335,68.7728080900642,12.116203937169303,>30\%
ra,14301,mr,FV,red,1,80.9704690794978,80.9704690794978,80.9704690794978,80.9704690794978,68.7728080900642,12.1976609894336,>30\%
ra,14301,mr,conf,blue,1,83.7390667121205,83.7390667121205,83.7390667121205,83.7390667121205,68.7728080900642,14.966258622056301,>30\%
ra,14301,mr,conf,green,1,79.6899443049974,79.6899443049974,79.6899443049974,79.6899443049974,68.7728080900642,10.917136214933194,>30\%
ra,14301,mr,conf,red,1,75.8689751638108,75.8689751638108,75.8689751638108,75.8689751638108,68.7728080900642,7.096167073746599,>30\%
ra,14301,mr,fusion,blue,1,82.0091470855799,82.0091470855799,82.0091470855799,82.0091470855799,68.7728080900642,13.236338995515695,>30\%
ra,14301,mr,fusion,green,1,77.5561620762261,77.5561620762261,77.5561620762261,77.5561620762261,68.7728080900642,8.783353986161899,>30\%
ra,14301,mr,fusion,red,1,73.6583574903872,73.6583574903872,73.6583574903872,73.6583574903872,68.7728080900642,4.885549400323001,>30\%
ra,14301,mr,int,blue,1,69.5136149849312,69.5136149849312,69.5136149849312,69.5136149849312,68.7728080900642,0.7408068948669921,>30\%
ra,14301,mr,int,green,1,88.9606559891129,88.9606559891129,88.9606559891129,88.9606559891129,68.7728080900642,20.18784789904869,>30\%
ra,14301,mr,int,red,1,68.7728080900642,68.7728080900642,68.7728080900642,68.7728080900642,68.7728080900642,0,>30\%
ra,14301,mr,int,white,1,89.4956469776037,89.4956469776037,89.4956469776037,89.4956469776037,68.7728080900642,20.722838887539496,>30\%
ra,14301,tf,FV,blue,1,15.8612038742836,15.8612038742836,15.8612038742836,15.8612038742836,15.8612038742836,0,10--30\%
ra,14301,tf,FV,green,1,40.5284736295452,40.5284736295452,40.5284736295452,40.5284736295452,15.8612038742836,24.667269755261604,>30\%
ra,14301,tf,FV,red,1,43.9255283875198,43.9255283875198,43.9255283875198,43.9255283875198,15.8612038742836,28.064324513236198,>30\%
ra,14301,tf,conf,blue,1,47.0413335230854,47.0413335230854,47.0413335230854,47.0413335230854,15.8612038742836,31.1801296488018,>30\%
ra,14301,tf,conf,green,1,43.3825992911465,43.3825992911465,43.3825992911465,43.3825992911465,15.8612038742836,27.521395416862898,>30\%
ra,14301,tf,conf,red,1,40.9508424458344,40.9508424458344,40.9508424458344,40.9508424458344,15.8612038742836,25.089638571550797,>30\%
ra,14301,tf,fusion,blue,1,42.3575591732061,42.3575591732061,42.3575591732061,42.3575591732061,15.8612038742836,26.4963552989225,>30\%
ra,14301,tf,fusion,green,1,36.772603929056,36.772603929056,36.772603929056,36.772603929056,15.8612038742836,20.911400054772397,>30\%
ra,14301,tf,fusion,red,1,33.6319093109447,33.6319093109447,33.6319093109447,33.6319093109447,15.8612038742836,17.7707054366611,>30\%
ra,14301,tf,int,blue,1,46.5288902638031,46.5288902638031,46.5288902638031,46.5288902638031,15.8612038742836,30.6676863895195,>30\%
ra,14301,tf,int,green,1,56.0632107480551,56.0632107480551,56.0632107480551,56.0632107480551,15.8612038742836,40.202006873771495,>30\%
ra,14301,tf,int,red,1,50.3969397173515,50.3969397173515,50.3969397173515,50.3969397173515,15.8612038742836,34.5357358430679,>30\%
ra,14301,tf,int,white,1,56.4573767045768,56.4573767045768,56.4573767045768,56.4573767045768,15.8612038742836,40.5961728302932,>30\%
ra,14301,tr,FV,blue,1,42.0059258461871,42.0059258461871,42.0059258461871,42.0059258461871,42.0059258461871,0,>30\%
ra,14301,tr,FV,green,1,58.0426420501938,58.0426420501938,58.0426420501938,58.0426420501938,42.0059258461871,16.0367162040067,>30\%
ra,14301,tr,FV,red,1,58.7764291969623,58.7764291969623,58.7764291969623,58.7764291969623,42.0059258461871,16.7705033507752,>30\%
ra,14301,tr,conf,blue,1,58.3441817087037,58.3441817087037,58.3441817087037,58.3441817087037,42.0059258461871,16.338255862516604,>30\%
ra,14301,tr,conf,green,1,55.7152772389075,55.7152772389075,55.7152772389075,55.7152772389075,42.0059258461871,13.7093513927204,>30\%
ra,14301,tr,conf,red,1,54.344484897329,54.344484897329,54.344484897329,54.344484897329,42.0059258461871,12.3385590511419,>30\%
ra,14301,tr,fusion,blue,1,55.7363438158918,55.7363438158918,55.7363438158918,55.7363438158918,42.0059258461871,13.730417969704703,>30\%
ra,14301,tr,fusion,green,1,51.8644700775104,51.8644700775104,51.8644700775104,51.8644700775104,42.0059258461871,9.8585442313233,>30\%
ra,14301,tr,fusion,red,1,49.6100780089457,49.6100780089457,49.6100780089457,49.6100780089457,42.0059258461871,7.604152162758602,>30\%
ra,14301,tr,int,blue,1,50.6070872438708,50.6070872438708,50.6070872438708,50.6070872438708,42.0059258461871,8.601161397683704,>30\%
ra,14301,tr,int,green,1,60.1773816663922,60.1773816663922,60.1773816663922,60.1773816663922,42.0059258461871,18.171455820205104,>30\%
ra,14301,tr,int,red,1,55.5448025087653,55.5448025087653,55.5448025087653,55.5448025087653,42.0059258461871,13.538876662578204,>30\%
ra,14301,tr,int,white,1,60.1871437122612,60.1871437122612,60.1871437122612,60.1871437122612,42.0059258461871,18.1812178660741,>30\%
ra,14301,wedm_f,FV,blue,1,32.9803158650808,32.9803158650808,32.9803158650808,32.9803158650808,1.24459149132401,31.73572437375679,>30\%
ra,14301,wedm_f,FV,green,1,1.24459149132401,1.24459149132401,1.24459149132401,1.24459149132401,1.24459149132401,0,<10\%
ra,14301,wedm_f,FV,red,1,22.6406629395838,22.6406629395838,22.6406629395838,22.6406629395838,1.24459149132401,21.396071448259793,10--30\%
ra,14301,wedm_f,conf,blue,1,46.8493492018148,46.8493492018148,46.8493492018148,46.8493492018148,1.24459149132401,45.604757710490794,>30\%
ra,14301,wedm_f,conf,green,1,55.8994885157176,55.8994885157176,55.8994885157176,55.8994885157176,1.24459149132401,54.65489702439359,>30\%
ra,14301,wedm_f,conf,red,1,77.4890386868856,77.4890386868856,77.4890386868856,77.4890386868856,1.24459149132401,76.24444719556159,>30\%
ra,14301,wedm_f,fusion,blue,1,93.3335998971211,93.3335998971211,93.3335998971211,93.3335998971211,1.24459149132401,92.08900840579709,>30\%
ra,14301,wedm_f,fusion,green,1,100.284581929348,100.284581929348,100.284581929348,100.284581929348,1.24459149132401,99.03999043802398,>100\%
ra,14301,wedm_f,fusion,red,1,127.12712869378,127.12712869378,127.12712869378,127.12712869378,1.24459149132401,125.88253720245598,>100\%
ra,14301,wedm_f,int,blue,1,21.3404624546262,21.3404624546262,21.3404624546262,21.3404624546262,1.24459149132401,20.09587096330219,10--30\%
ra,14301,wedm_f,int,green,1,10.7021873553114,10.7021873553114,10.7021873553114,10.7021873553114,1.24459149132401,9.45759586398739,10--30\%
ra,14301,wedm_f,int,red,1,17.0762204833089,17.0762204833089,17.0762204833089,17.0762204833089,1.24459149132401,15.831628991984891,10--30\%
ra,14301,wedm_f,int,white,1,10.5930217537381,10.5930217537381,10.5930217537381,10.5930217537381,1.24459149132401,9.34843026241409,10--30\%
ra,14301,wedm_r,FV,blue,1,7.14410356088411,7.14410356088411,7.14410356088411,7.14410356088411,0.209405732199418,6.934697828684692,<10\%
ra,14301,wedm_r,FV,green,1,1.35766628685674,1.35766628685674,1.35766628685674,1.35766628685674,0.209405732199418,1.148260554657322,<10\%
ra,14301,wedm_r,FV,red,1,0.209405732199418,0.209405732199418,0.209405732199418,0.209405732199418,0.209405732199418,0,<10\%
ra,14301,wedm_r,conf,blue,1,2.99984111376968,2.99984111376968,2.99984111376968,2.99984111376968,0.209405732199418,2.790435381570262,<10\%
ra,14301,wedm_r,conf,green,1,3.24063206592493,3.24063206592493,3.24063206592493,3.24063206592493,0.209405732199418,3.0312263337255123,<10\%
ra,14301,wedm_r,conf,red,1,5.74393158625355,5.74393158625355,5.74393158625355,5.74393158625355,0.209405732199418,5.534525854054132,<10\%
ra,14301,wedm_r,fusion,blue,1,9.9582074324597,9.9582074324597,9.9582074324597,9.9582074324597,0.209405732199418,9.748801700260282,<10\%
ra,14301,wedm_r,fusion,green,1,6.04918583848721,6.04918583848721,6.04918583848721,6.04918583848721,0.209405732199418,5.839780106287792,<10\%
ra,14301,wedm_r,fusion,red,1,9.47623206237262,9.47623206237262,9.47623206237262,9.47623206237262,0.209405732199418,9.266826330173203,<10\%
ra,14301,wedm_r,int,green,1,11.0380468335306,11.0380468335306,11.0380468335306,11.0380468335306,0.209405732199418,10.828641101331183,10--30\%
ra,14301,wedm_r,int,red,1,6.9596031117015,6.9596031117015,6.9596031117015,6.9596031117015,0.209405732199418,6.750197379502082,<10\%
ra,14301,wedm_r,int,white,1,10.3357270203197,10.3357270203197,10.3357270203197,10.3357270203197,0.209405732199418,10.126321288120282,10--30\%
ra,al7075,b,FV,blue,1,342.144687994523,342.144687994523,342.144687994523,342.144687994523,22.5879655120824,319.5567224824406,>100\%
ra,al7075,b,FV,green,1,128.508880366776,128.508880366776,128.508880366776,128.508880366776,22.5879655120824,105.92091485469359,>100\%
ra,al7075,b,FV,red,1,137.191356087829,137.191356087829,137.191356087829,137.191356087829,22.5879655120824,114.6033905757466,>100\%
ra,al7075,b,conf,blue,1,139.757171889541,139.757171889541,139.757171889541,139.757171889541,22.5879655120824,117.16920637745861,>100\%
ra,al7075,b,conf,green,1,133.428940244121,133.428940244121,133.428940244121,133.428940244121,22.5879655120824,110.8409747320386,>100\%
ra,al7075,b,conf,red,1,163.68509739247,163.68509739247,163.68509739247,163.68509739247,22.5879655120824,141.0971318803876,>100\%
ra,al7075,b,fusion,blue,1,173.516494847041,173.516494847041,173.516494847041,173.516494847041,22.5879655120824,150.9285293349586,>100\%
ra,al7075,b,fusion,green,1,162.837828587075,162.837828587075,162.837828587075,162.837828587075,22.5879655120824,140.2498630749926,>100\%
ra,al7075,b,fusion,red,1,197.023680949666,197.023680949666,197.023680949666,197.023680949666,22.5879655120824,174.43571543758358,>100\%
ra,al7075,b,int,blue,1,314.794058588336,314.794058588336,314.794058588336,314.794058588336,22.5879655120824,292.2060930762536,>100\%
ra,al7075,b,int,green,1,52.3891623139716,52.3891623139716,52.3891623139716,52.3891623139716,22.5879655120824,29.801196801889205,>30\%
ra,al7075,b,int,red,1,915.094899854739,915.094899854739,915.094899854739,915.094899854739,22.5879655120824,892.5069343426566,>100\%
ra,al7075,b,int,white,1,22.5879655120824,22.5879655120824,22.5879655120824,22.5879655120824,22.5879655120824,0,10--30\%
ra,al7075,gla,FV,blue,1,15.8267738873313,15.8267738873313,15.8267738873313,15.8267738873313,2.96568817466986,12.861085712661438,10--30\%
ra,al7075,gla,FV,green,1,17.4100927689479,17.4100927689479,17.4100927689479,17.4100927689479,2.96568817466986,14.44440459427804,10--30\%
ra,al7075,gla,FV,red,1,2.96568817466986,2.96568817466986,2.96568817466986,2.96568817466986,2.96568817466986,0,<10\%
ra,al7075,gla,conf,blue,1,7.26627245537553,7.26627245537553,7.26627245537553,7.26627245537553,2.96568817466986,4.30058428070567,<10\%
ra,al7075,gla,conf,green,1,31.7602980556338,31.7602980556338,31.7602980556338,31.7602980556338,2.96568817466986,28.79460988096394,>30\%
ra,al7075,gla,conf,red,1,49.5401094987197,49.5401094987197,49.5401094987197,49.5401094987197,2.96568817466986,46.574421324049844,>30\%
ra,al7075,gla,fusion,blue,1,34.855539165732,34.855539165732,34.855539165732,34.855539165732,2.96568817466986,31.889850991062136,>30\%
ra,al7075,gla,fusion,green,1,51.1520627250386,51.1520627250386,51.1520627250386,51.1520627250386,2.96568817466986,48.18637455036874,>30\%
ra,al7075,gla,fusion,red,1,68.8009147900972,68.8009147900972,68.8009147900972,68.8009147900972,2.96568817466986,65.83522661542733,>30\%
ra,al7075,gla,int,blue,1,11.2685213034861,11.2685213034861,11.2685213034861,11.2685213034861,2.96568817466986,8.30283312881624,10--30\%
ra,al7075,gla,int,green,1,8.09560258362423,8.09560258362423,8.09560258362423,8.09560258362423,2.96568817466986,5.129914408954369,<10\%
ra,al7075,gla,int,red,1,10.7602492398193,10.7602492398193,10.7602492398193,10.7602492398193,2.96568817466986,7.79456106514944,10--30\%
ra,al7075,gla,int,white,1,8.06801440921043,8.06801440921043,8.06801440921043,8.06801440921043,2.96568817466986,5.102326234540571,<10\%
ra,al7075,gri,FV,blue,1,87.3879103304465,87.3879103304465,87.3879103304465,87.3879103304465,2.57868982813595,84.80922050231055,>30\%
ra,al7075,gri,FV,green,1,42.5612937688618,42.5612937688618,42.5612937688618,42.5612937688618,2.57868982813595,39.98260394072585,>30\%
ra,al7075,gri,FV,red,1,65.5034562813063,65.5034562813063,65.5034562813063,65.5034562813063,2.57868982813595,62.92476645317035,>30\%
ra,al7075,gri,conf,blue,1,16.615221072802,16.615221072802,16.615221072802,16.615221072802,2.57868982813595,14.036531244666051,10--30\%
ra,al7075,gri,conf,green,1,31.4587711726046,31.4587711726046,31.4587711726046,31.4587711726046,2.57868982813595,28.88008134446865,>30\%
ra,al7075,gri,conf,red,1,47.3961547824289,47.3961547824289,47.3961547824289,47.3961547824289,2.57868982813595,44.81746495429295,>30\%
ra,al7075,gri,fusion,blue,1,36.6147828051782,36.6147828051782,36.6147828051782,36.6147828051782,2.57868982813595,34.03609297704225,>30\%
ra,al7075,gri,fusion,green,1,54.5583165104749,54.5583165104749,54.5583165104749,54.5583165104749,2.57868982813595,51.97962668233895,>30\%
ra,al7075,gri,fusion,red,1,70.6962341497769,70.6962341497769,70.6962341497769,70.6962341497769,2.57868982813595,68.11754432164095,>30\%
ra,al7075,gri,int,blue,1,6.67363867690772,6.67363867690772,6.67363867690772,6.67363867690772,2.57868982813595,4.09494884877177,<10\%
ra,al7075,gri,int,green,1,17.5621830380557,17.5621830380557,17.5621830380557,17.5621830380557,2.57868982813595,14.98349320991975,10--30\%
ra,al7075,gri,int,red,1,2.57868982813595,2.57868982813595,2.57868982813595,2.57868982813595,2.57868982813595,0,<10\%
ra,al7075,gri,int,white,1,18.9246199066266,18.9246199066266,18.9246199066266,18.9246199066266,2.57868982813595,16.34593007849065,10--30\%
ra,al7075,hon,FV,blue,1,8.12777316879399,8.12777316879399,8.12777316879399,8.12777316879399,6.0009881264271,2.1267850423668895,<10\%
ra,al7075,hon,FV,green,1,25.8782240047812,25.8782240047812,25.8782240047812,25.8782240047812,6.0009881264271,19.8772358783541,10--30\%
ra,al7075,hon,FV,red,1,6.0009881264271,6.0009881264271,6.0009881264271,6.0009881264271,6.0009881264271,0,<10\%
ra,al7075,hon,conf,blue,1,44.4502948314108,44.4502948314108,44.4502948314108,44.4502948314108,6.0009881264271,38.4493067049837,>30\%
ra,al7075,hon,conf,green,1,33.3544799986207,33.3544799986207,33.3544799986207,33.3544799986207,6.0009881264271,27.353491872193597,>30\%
ra,al7075,hon,conf,red,1,25.0966160332082,25.0966160332082,25.0966160332082,25.0966160332082,6.0009881264271,19.0956279067811,10--30\%
ra,al7075,hon,fusion,blue,1,32.8036836474726,32.8036836474726,32.8036836474726,32.8036836474726,6.0009881264271,26.802695521045504,>30\%
ra,al7075,hon,fusion,green,1,19.7192713225225,19.7192713225225,19.7192713225225,19.7192713225225,6.0009881264271,13.718283196095399,10--30\%
ra,al7075,hon,fusion,red,1,11.4160459605529,11.4160459605529,11.4160459605529,11.4160459605529,6.0009881264271,5.4150578341257996,10--30\%
ra,al7075,hon,int,blue,1,51.5359747230621,51.5359747230621,51.5359747230621,51.5359747230621,6.0009881264271,45.534986596634994,>30\%
ra,al7075,hon,int,green,1,57.3969041851939,57.3969041851939,57.3969041851939,57.3969041851939,6.0009881264271,51.395916058766794,>30\%
ra,al7075,hon,int,red,1,51.4268227902706,51.4268227902706,51.4268227902706,51.4268227902706,6.0009881264271,45.425834663843496,>30\%
ra,al7075,hon,int,white,1,57.683752108618,57.683752108618,57.683752108618,57.683752108618,6.0009881264271,51.6827639821909,>30\%
ra,al7075,mf,FV,blue,1,215.637038517854,215.637038517854,215.637038517854,215.637038517854,21.100970864567,194.536067653287,>100\%
ra,al7075,mf,FV,green,1,81.6073240344425,81.6073240344425,81.6073240344425,81.6073240344425,21.100970864567,60.506353169875496,>30\%
ra,al7075,mf,FV,red,1,92.866563137828,92.866563137828,92.866563137828,92.866563137828,21.100970864567,71.76559227326099,>30\%
ra,al7075,mf,conf,blue,1,85.8145457570519,85.8145457570519,85.8145457570519,85.8145457570519,21.100970864567,64.7135748924849,>30\%
ra,al7075,mf,conf,green,1,105.448314700607,105.448314700607,105.448314700607,105.448314700607,21.100970864567,84.34734383604,>100\%
ra,al7075,mf,conf,red,1,144.659147260974,144.659147260974,144.659147260974,144.659147260974,21.100970864567,123.558176396407,>100\%
ra,al7075,mf,fusion,blue,1,120.242091858471,120.242091858471,120.242091858471,120.242091858471,21.100970864567,99.141120993904,>100\%
ra,al7075,mf,fusion,green,1,138.859757080858,138.859757080858,138.859757080858,138.859757080858,21.100970864567,117.758786216291,>100\%
ra,al7075,mf,fusion,red,1,176.776761056208,176.776761056208,176.776761056208,176.776761056208,21.100970864567,155.675790191641,>100\%
ra,al7075,mf,int,blue,1,109.092498265802,109.092498265802,109.092498265802,109.092498265802,21.100970864567,87.991527401235,>100\%
ra,al7075,mf,int,green,1,21.100970864567,21.100970864567,21.100970864567,21.100970864567,21.100970864567,0,10--30\%
ra,al7075,mf,int,red,1,326.61225242357,326.61225242357,326.61225242357,326.61225242357,21.100970864567,305.511281559003,>100\%
ra,al7075,mf,int,white,1,33.4927674787668,33.4927674787668,33.4927674787668,33.4927674787668,21.100970864567,12.391796614199801,>30\%
ra,al7075,mr,FV,blue,1,278.791044232937,278.791044232937,278.791044232937,278.791044232937,42.7863388990324,236.0047053339046,>100\%
ra,al7075,mr,FV,green,1,142.314251065407,142.314251065407,142.314251065407,142.314251065407,42.7863388990324,99.5279121663746,>100\%
ra,al7075,mr,FV,red,1,97.357975361091,97.357975361091,97.357975361091,97.357975361091,42.7863388990324,54.57163646205859,>30\%
ra,al7075,mr,conf,blue,1,57.8842887803918,57.8842887803918,57.8842887803918,57.8842887803918,42.7863388990324,15.097949881359398,>30\%
ra,al7075,mr,conf,green,1,79.0342127102346,79.0342127102346,79.0342127102346,79.0342127102346,42.7863388990324,36.2478738112022,>30\%
ra,al7075,mr,conf,red,1,97.1399164417483,97.1399164417483,97.1399164417483,97.1399164417483,42.7863388990324,54.3535775427159,>30\%
ra,al7075,mr,fusion,blue,1,96.8906421462502,96.8906421462502,96.8906421462502,96.8906421462502,42.7863388990324,54.1043032472178,>30\%
ra,al7075,mr,fusion,green,1,129.716077335982,129.716077335982,129.716077335982,129.716077335982,42.7863388990324,86.92973843694959,>100\%
